code;country;curency;year;powercode;revenue
PER;Peru;US Dollars;2011;Units;2814.011
PER;Peru;US Dollars;2012;Units;3073.378
PER;Peru;US Dollars;2013;Units;3915.833
PER;Peru;US Dollars;2014;Units;3907.709
PER;Peru;US Dollars;2015;Units;4139.968
PER;Peru;US Dollars;2016;Units;4287.711
PER;Peru;US Dollars;2017;Units;4572.759
PER;Peru;US Dollars;2018;Units;4504.938
PER;Peru;US Dollars;2019;Units;4784.276
PER;Peru;US Dollars;2020;Units;794.382
PER;Peru;US Dollars;2021;Units;1042.227
SRB;Serbia;US Dollars;2008;Units;1113.474
SRB;Serbia;US Dollars;2009;Units;986.527
SRB;Serbia;US Dollars;2010;Units;949.958
SRB;Serbia;US Dollars;2011;Units;1149.423
SRB;Serbia;US Dollars;2012;Units;1079.057
SRB;Serbia;US Dollars;2013;Units;1221.487
SRB;Serbia;US Dollars;2014;Units;1352.74
SRB;Serbia;US Dollars;2015;Units;1321.638
SRB;Serbia;US Dollars;2016;Units;1460.953
SRB;Serbia;US Dollars;2017;Units;1706.146
SRB;Serbia;US Dollars;2018;Units;1941.074
SRB;Serbia;US Dollars;2019;Units;2000.579
SRB;Serbia;US Dollars;2020;Units;1421.369
