,code,country,curency,year,powercode,revenue
0,AUS,Australia,US Dollars,2008,Millions,31159.8
1,AUS,Australia,US Dollars,2009,Millions,29980.7
2,AUS,Australia,US Dollars,2010,Millions,35165.5
3,AUS,Australia,US Dollars,2011,Millions,38710.1
4,AUS,Australia,US Dollars,2012,Millions,38003.7
5,AUS,Australia,US Dollars,2013,Millions,36965.0
6,AUS,Australia,US Dollars,2014,Millions,38047.9
7,AUS,Australia,US Dollars,2015,Millions,36226.0
8,AUS,Australia,US Dollars,2016,Millions,39082.3
9,AUS,Australia,US Dollars,2017,Millions,43974.4
10,AUS,Australia,US Dollars,2018,Millions,47259.8
11,AUS,Australia,US Dollars,2019,Millions,47930.9
12,AUS,Australia,US Dollars,2020,Millions,26414.1
13,AUT,Austria,US Dollars,2008,Millions,21499.2
14,AUT,Austria,US Dollars,2009,Millions,19302.8
15,AUT,Austria,US Dollars,2010,Millions,18577.7
16,AUT,Austria,US Dollars,2011,Millions,19833.0
17,AUT,Austria,US Dollars,2012,Millions,21389.2
18,AUT,Austria,US Dollars,2013,Millions,22741.3
19,AUT,Austria,US Dollars,2014,Millions,23174.4
20,AUT,Austria,US Dollars,2015,Millions,20360.8
21,AUT,Austria,US Dollars,2016,Millions,20978.0
22,AUT,Austria,US Dollars,2017,Millions,22539.4
23,AUT,Austria,US Dollars,2018,Millions,25277.1
24,AUT,Austria,US Dollars,2019,Millions,25890.1
25,AUT,Austria,US Dollars,2020,Millions,15346.5
26,AUT,Austria,US Dollars,2021,Millions,11938.583
27,BEL,Belgium,US Dollars,2008,Millions,13117.515
28,BEL,Belgium,US Dollars,2009,Millions,13008.393
29,BEL,Belgium,US Dollars,2010,Millions,12695.1
30,BEL,Belgium,US Dollars,2011,Millions,14081.0
31,BEL,Belgium,US Dollars,2012,Millions,13722.8
32,BEL,Belgium,US Dollars,2013,Millions,14528.3
33,BEL,Belgium,US Dollars,2014,Millions,15255.2
34,BEL,Belgium,US Dollars,2015,Millions,8977.1
35,BEL,Belgium,US Dollars,2016,Millions,8785.5
36,BEL,Belgium,US Dollars,2017,Millions,9622.6
37,BEL,Belgium,US Dollars,2018,Millions,10331.0
38,BEL,Belgium,US Dollars,2019,Millions,10590.3
39,BEL,Belgium,US Dollars,2020,Millions,7458.5
40,BRA,Brazil,US Dollars,2008,Millions,6109.375
41,BRA,Brazil,US Dollars,2009,Millions,5634.802
42,BRA,Brazil,US Dollars,2010,Millions,5521.89
43,BRA,Brazil,US Dollars,2011,Millions,6369.69
44,BRA,Brazil,US Dollars,2012,Millions,6623.421
45,BRA,Brazil,US Dollars,2013,Millions,6783.68
46,BRA,Brazil,US Dollars,2014,Millions,7404.353
47,BRA,Brazil,US Dollars,2015,Millions,6254.328
48,BRA,Brazil,US Dollars,2016,Millions,6612.773
49,BRA,Brazil,US Dollars,2017,Millions,6175.036
50,BRA,Brazil,US Dollars,2018,Millions,6323.462
51,BRA,Brazil,US Dollars,2019,Millions,6126.813
52,BRA,Brazil,US Dollars,2020,Millions,3099.112
53,BGR,Bulgaria,US Dollars,2008,Millions,4646.894
54,BGR,Bulgaria,US Dollars,2009,Millions,4113.433
55,BGR,Bulgaria,US Dollars,2010,Millions,3883.292
56,BGR,Bulgaria,US Dollars,2011,Millions,4235.306
57,BGR,Bulgaria,US Dollars,2012,Millions,4043.182
58,BGR,Bulgaria,US Dollars,2013,Millions,4419.231
59,BGR,Bulgaria,US Dollars,2014,Millions,4494.463
60,BGR,Bulgaria,US Dollars,2015,Millions,3574.179
61,BGR,Bulgaria,US Dollars,2016,Millions,4141.154
62,BGR,Bulgaria,US Dollars,2017,Millions,4598.015
63,BGR,Bulgaria,US Dollars,2018,Millions,5093.214
64,BGR,Bulgaria,US Dollars,2019,Millions,4832.402
65,BGR,Bulgaria,US Dollars,2020,Millions,1779.153
66,CAN,Canada,US Dollars,2008,Millions,19603.8
67,CAN,Canada,US Dollars,2009,Millions,16767.8
68,CAN,Canada,US Dollars,2010,Millions,20240.6
69,CAN,Canada,US Dollars,2011,Millions,22296.5
70,CAN,Canada,US Dollars,2012,Millions,23438.9
71,CAN,Canada,US Dollars,2013,Millions,24190.0
72,CAN,Canada,US Dollars,2014,Millions,24580.2
73,CAN,Canada,US Dollars,2015,Millions,23083.7
74,CAN,Canada,US Dollars,2016,Millions,25685.4
75,CAN,Canada,US Dollars,2017,Millions,28459.1
76,CAN,Canada,US Dollars,2018,Millions,30836.9
77,CAN,Canada,US Dollars,2019,Millions,33406.1
78,CAN,Canada,US Dollars,2020,Millions,14087.9
79,CAN,Canada,US Dollars,2021,Millions,14233.453
80,CHL,Chile,US Dollars,2008,Millions,2481.0
81,CHL,Chile,US Dollars,2009,Millions,2379.9
82,CHL,Chile,US Dollars,2010,Millions,2362.2
83,CHL,Chile,US Dollars,2011,Millions,2722.3
84,CHL,Chile,US Dollars,2012,Millions,3158.7
85,CHL,Chile,US Dollars,2013,Millions,3170.7
86,CHL,Chile,US Dollars,2014,Millions,3202.0
87,CHL,Chile,US Dollars,2015,Millions,3412.9
88,CHL,Chile,US Dollars,2016,Millions,3744.0
89,CHL,Chile,US Dollars,2017,Millions,4114.9
90,CHL,Chile,US Dollars,2018,Millions,3910.6
91,CHL,Chile,US Dollars,2019,Millions,3278.2
92,CHL,Chile,US Dollars,2020,Millions,1033.1
93,CHL,Chile,US Dollars,2021,Millions,633.102
94,COL,Colombia,US Dollars,2008,Millions,2965.7
95,COL,Colombia,US Dollars,2009,Millions,3080.2
96,COL,Colombia,US Dollars,2010,Millions,3472.5
97,COL,Colombia,US Dollars,2011,Millions,3841.0
98,COL,Colombia,US Dollars,2012,Millions,4408.8
99,COL,Colombia,US Dollars,2013,Millions,4819.0
100,COL,Colombia,US Dollars,2014,Millions,4940.6
101,COL,Colombia,US Dollars,2015,Millions,5281.0
102,COL,Colombia,US Dollars,2016,Millions,5631.1
103,COL,Colombia,US Dollars,2017,Millions,5898.6
104,COL,Colombia,US Dollars,2018,Millions,6655.0
105,COL,Colombia,US Dollars,2019,Millions,6784.6
106,COL,Colombia,US Dollars,2020,Millions,1944.8
107,CRI,Costa Rica,US Dollars,2008,Millions,2811.9
108,CRI,Costa Rica,US Dollars,2009,Millions,2215.8
109,CRI,Costa Rica,US Dollars,2010,Millions,2426.4
110,CRI,Costa Rica,US Dollars,2011,Millions,2645.7
111,CRI,Costa Rica,US Dollars,2012,Millions,2772.7
112,CRI,Costa Rica,US Dollars,2013,Millions,3170.9
113,CRI,Costa Rica,US Dollars,2014,Millions,3137.2
114,CRI,Costa Rica,US Dollars,2015,Millions,3409.0
115,CRI,Costa Rica,US Dollars,2016,Millions,3776.3
116,CRI,Costa Rica,US Dollars,2017,Millions,3757.9
117,CRI,Costa Rica,US Dollars,2018,Millions,4072.3
118,CRI,Costa Rica,US Dollars,2019,Millions,4339.9
119,CRI,Costa Rica,US Dollars,2020,Millions,1450.3
120,HRV,Croatia,US Dollars,2008,Millions,10031.71
121,HRV,Croatia,US Dollars,2009,Millions,8109.988
122,HRV,Croatia,US Dollars,2010,Millions,8449.098
123,HRV,Croatia,US Dollars,2011,Millions,9433.202
124,HRV,Croatia,US Dollars,2012,Millions,9018.457
125,HRV,Croatia,US Dollars,2013,Millions,9721.004
126,HRV,Croatia,US Dollars,2014,Millions,8885.426
127,HRV,Croatia,US Dollars,2015,Millions,8160.331
128,HRV,Croatia,US Dollars,2016,Millions,9107.381
129,HRV,Croatia,US Dollars,2017,Millions,10254.173
130,HRV,Croatia,US Dollars,2018,Millions,11425.329
131,HRV,Croatia,US Dollars,2019,Millions,11994.171
132,HRV,Croatia,US Dollars,2020,Millions,5238.312
133,HRV,Croatia,US Dollars,2021,Millions,10879.564
134,CZE,Czechia,US Dollars,2008,Millions,8801.611
135,CZE,Czechia,US Dollars,2009,Millions,7874.834
136,CZE,Czechia,US Dollars,2010,Millions,8065.4
137,CZE,Czechia,US Dollars,2011,Millions,8929.0
138,CZE,Czechia,US Dollars,2012,Millions,8174.1
139,CZE,Czechia,US Dollars,2013,Millions,7792.6
140,CZE,Czechia,US Dollars,2014,Millions,7619.6
141,CZE,Czechia,US Dollars,2015,Millions,6766.5
142,CZE,Czechia,US Dollars,2016,Millions,7039.7
143,CZE,Czechia,US Dollars,2017,Millions,7655.4
144,CZE,Czechia,US Dollars,2018,Millions,8281.5
145,CZE,Czechia,US Dollars,2019,Millions,7968.6
146,CZE,Czechia,US Dollars,2020,Millions,3886.1
147,DNK,Denmark,US Dollars,2008,Millions,8751.64
148,DNK,Denmark,US Dollars,2009,Millions,7501.394
149,DNK,Denmark,US Dollars,2010,Millions,7778.2
150,DNK,Denmark,US Dollars,2011,Millions,8916.4
151,DNK,Denmark,US Dollars,2012,Millions,8763.5
152,DNK,Denmark,US Dollars,2013,Millions,9957.3
153,DNK,Denmark,US Dollars,2014,Millions,10416.7
154,DNK,Denmark,US Dollars,2015,Millions,8936.3
155,DNK,Denmark,US Dollars,2016,Millions,9857.4
156,DNK,Denmark,US Dollars,2017,Millions,11341.8
157,DNK,Denmark,US Dollars,2018,Millions,11671.6
158,DNK,Denmark,US Dollars,2019,Millions,11106.4
159,DNK,Denmark,US Dollars,2020,Millions,4837.9
160,DNK,Denmark,US Dollars,2021,Millions,5534.814
161,EGY,Egypt,US Dollars,2008,Millions,12103.8
162,EGY,Egypt,US Dollars,2009,Millions,11756.9
163,EGY,Egypt,US Dollars,2010,Millions,13633.1
164,EGY,Egypt,US Dollars,2011,Millions,9333.2
165,EGY,Egypt,US Dollars,2012,Millions,10822.7
166,EGY,Egypt,US Dollars,2013,Millions,6746.7
167,EGY,Egypt,US Dollars,2014,Millions,7978.1
168,EGY,Egypt,US Dollars,2015,Millions,6896.8
169,EGY,Egypt,US Dollars,2016,Millions,3253.532
170,EGY,Egypt,US Dollars,2017,Millions,8636.3
171,EGY,Egypt,US Dollars,2018,Millions,12704.0
172,EGY,Egypt,US Dollars,2019,Millions,14256.4
173,EGY,Egypt,US Dollars,2020,Millions,4873.1
174,EST,Estonia,US Dollars,2008,Millions,1626.533
175,EST,Estonia,US Dollars,2009,Millions,1437.408
176,EST,Estonia,US Dollars,2010,Millions,1421.3
177,EST,Estonia,US Dollars,2011,Millions,1675.9
178,EST,Estonia,US Dollars,2012,Millions,1593.6
179,EST,Estonia,US Dollars,2013,Millions,2063.2
180,EST,Estonia,US Dollars,2014,Millions,2276.4
181,EST,Estonia,US Dollars,2015,Millions,1882.6
182,EST,Estonia,US Dollars,2016,Millions,1906.4
183,EST,Estonia,US Dollars,2017,Millions,2115.0
184,EST,Estonia,US Dollars,2018,Millions,2331.3
185,EST,Estonia,US Dollars,2019,Millions,2311.9
186,EST,Estonia,US Dollars,2020,Millions,869.5
187,FIN,Finland,US Dollars,2008,Millions,3742.294
188,FIN,Finland,US Dollars,2009,Millions,3237.845
189,FIN,Finland,US Dollars,2010,Millions,3520.996
190,FIN,Finland,US Dollars,2011,Millions,5577.872
191,FIN,Finland,US Dollars,2012,Millions,5427.692
192,FIN,Finland,US Dollars,2013,Millions,5777.3
193,FIN,Finland,US Dollars,2014,Millions,5466.7
194,FIN,Finland,US Dollars,2015,Millions,4009.8
195,FIN,Finland,US Dollars,2016,Millions,4015.8
196,FIN,Finland,US Dollars,2017,Millions,5188.6
197,FIN,Finland,US Dollars,2018,Millions,5766.6
198,FIN,Finland,US Dollars,2019,Millions,5597.4
199,FIN,Finland,US Dollars,2020,Millions,1784.1
200,FRA,France,US Dollars,2008,Millions,66878.091
201,FRA,France,US Dollars,2009,Millions,58610.002
202,FRA,France,US Dollars,2010,Millions,56735.9
203,FRA,France,US Dollars,2011,Millions,65728.1
204,FRA,France,US Dollars,2012,Millions,64306.3
205,FRA,France,US Dollars,2013,Millions,66169.5
206,FRA,France,US Dollars,2014,Millions,67113.3
207,FRA,France,US Dollars,2015,Millions,66461.0
208,FRA,France,US Dollars,2016,Millions,63387.9
209,FRA,France,US Dollars,2017,Millions,67342.6
210,FRA,France,US Dollars,2018,Millions,72693.6
211,FRA,France,US Dollars,2019,Millions,70867.2
212,FRA,France,US Dollars,2020,Millions,35915.2
213,DEU,Germany,US Dollars,2008,Millions,53187.828
214,DEU,Germany,US Dollars,2009,Millions,47203.349
215,DEU,Germany,US Dollars,2010,Millions,49284.8
216,DEU,Germany,US Dollars,2011,Millions,53403.7
217,DEU,Germany,US Dollars,2012,Millions,51724.3
218,DEU,Germany,US Dollars,2013,Millions,54944.2
219,DEU,Germany,US Dollars,2014,Millions,58160.4
220,DEU,Germany,US Dollars,2015,Millions,50187.8
221,DEU,Germany,US Dollars,2016,Millions,52199.4
222,DEU,Germany,US Dollars,2017,Millions,40095.8
223,DEU,Germany,US Dollars,2018,Millions,59797.7
224,DEU,Germany,US Dollars,2019,Millions,41805.7
225,DEU,Germany,US Dollars,2020,Millions,22079.8
226,GRC,Greece,US Dollars,2008,Millions,17212.437
227,GRC,Greece,US Dollars,2009,Millions,14562.259
228,GRC,Greece,US Dollars,2010,Millions,12843.3
